threescore,"70세, 60세"
bum,"게으름뱅이, 부랑자, 빈둥빈둥놀고지내다"
deadbeat,게으름뱅이
goofoff,"게으름뱅이, 농뗑이"
idler,"게으름뱅이, 빈차, 유동바퀴"
loafer,게으름뱅이
omissive,"게을리하는, 등한하다, 빠뜨리는"
forget,"게을리하다, 깜빡하다, 잊다, 잊어버리다"
faineant,"게이른, 나태한"
gauge,"게이지, 궤간, 자, 측정하다"
gaitskell,게이츠켈
gatorade,게이터레이드
goidelic,"게일말의, 게일족의, 고이델어군"
gael,게일사람
gaelic,"게일어, 게일족의"
game,"게임, 경기회, 놀이, 유희"
tableboard,"게임대, 도박대, 식탁판"
ace,"게임에서1점, 능수, 명인, 제1인자"
crabbing,"게잡이, 열탕처리"
gesellschaft,"게젤샤프트, 이익사회"
getter,게터
gehenna,게헤나
gel,"겔, 교화체"
gelandesprung,겔렌더슈프룽
gelation,"겔화, 동결, 빙결"
gethsemane,겟세마네
bran,"겨, 왕겨"
offal,"겨, 기울"
aiming,겨냥
oxter,겨드랑
armpit,겨드랑이
axilla,겨드랑이
alar,"겨드랑이의, 날개의"
axillary,"겨드랑이의, 엽액의"
against,겨루다
strive,"겨루다, 노력하다"
decline,"겨변화하다, 기울어, 기욺, 늘그막"
mistletoe,"겨우살이, 기생목"
brumal,겨울같은
wintery,"겨울다운, 겨울의"
hibernation,"겨울잠, 동면"
branny,겨의
cruciferae,겨자과
cruciferous,겨자과의
piccalilli,겨자절임
cut-grass,겨풀
form,"격, 결성, 단련하다, 대형이되다"
thumbsup,격겨
hangar,격납고
fury,"격노, 격렬"
hotness,"격노, 뜨거움, 성급, 열렬"
inflammation,"격노, 염증, 점화"
wrath,"격노, 노기"
exasperate,격노케하다
enrage,"격노하게하다, 격노하다"
infuriate,"격노하게하다, 격분시키다"
inflame,"격노하다, 불타오르다, 충혈시키다"
livid,격노하여
passionately,"격노하여, 격심하게, 열렬히"
furious,"격노한, 맹렬하다"
raging,"격노한, 맹렬하다"
unglued,격노한
undergo,"격다, 체험하다, 치르다"
collision,"격돌, 상충, 알력, 충돌"
impact,"격돌, 격돌하다, 충격, 충격력영향"
shock,"격돌, 쇼크, 짚가리, 충격"
ram,"격돌하다, 쇠달구, 쇠메, 숫양"
convulsion,"격동, 동란"
telekinesis,격동
upturn,격동
concussion,격동
concuss,격동시키다
rip,"격랑, 격조, 난봉쟁이, 들추어내다"
animate,"격려하다, 활기띠게하다"
cheer,"격려하다, 고맙소, 그럼안녕, 기분좋게하다"
encourage,"격려하다, 고무시키다, 기운을북돋아주다, 돋우다"
prod,격려하다
acuity,"격렬, 신랄, 예민"
impetusosity,"격렬, 맹렬, 열렬"
fierily,"격렬히, 불같이, 열렬히"
hard,"격렬히, 견고하다, 고된, 괴로운"
violently,"격렬히, 맹모단기, 맹모삼천, 세차게"
altercation,격론
rumpus,"격론, 소란"
wildwater,격류
insulation,"격리, 고립, 고립감, 단열재"
isolation,"격리, 고독단리, 고립, 고립감"
seclusion,"격리, 은퇴"
insulated,"격리된, 절연된"
isolated,"격리된, 고독하다, 고립무원, 단리된"
segregated,격리된
segregationist,격리론자
insulate,"격리시키다, 고립시키다, 절연하다"
isolate,"격리시키다, 고립시키다, 단리시키다, 유리시키다"
insulator,"격리자, 절연체"
seclude,"격리하다, 은퇴시키다"
diaphragm,"격막, 조리개, 진동판"
septum,"격막, 격벽, 중격"
blaze,"격발, 드날림, 불꽃, 타오르다"
ebullience,"격발, 비등"
ebullition,"격발, 돌발, 분출, 비등"
flareup,"격발, 섬광"
paroxysm,"격발, 발작"
rush,"격발, 골풀, 급한, 급행하다"
explode,"격발하다, 논파하다, 발광하다, 작렬"
bulkhead,"격벽, 들어서여는문"
septal,"격벽의, 중격의"
revolution,"격변, 공전, 공전주기, 대변혁"
declination,"격변화, 경사, 사퇴, 쇠미"
embitterment,"격분, 격화, 심각화"
exasperation,"격분, 격화"
boil,"격분하다, 데치다, 부스럼, 비등"
atavism,격세유전
reversion,"격세유전, 계승권, 복귀, 복귀권"
reversionary,"격세유전의, 장차누릴, 조상환원"
regularly,"격식대로, 규칙적으로, 깜쪽같이, 반듯하게"
ritually,격식대로
bay,"격실, 산모통이, 소리지르다, 영예"
bitterly,"격심하게, 비참하게, 쓰게, 씁쓸하게"
bitterness,"격심함, 비참함"
excitement,"격앙, 법석, 흥분"
frenzy,"격앙, 격앙시키다, 광란"
irritation,"격앙, 성화, 염증, 짜증나는것"
inflammatory,격앙시키는
empoison,"격앙시키다, 독살하다, 부패시키다"
caseending,격어미
adage,격언
aphorism,"격언, 경구"
maxim,"격언, 금언"
precept,"격언, 명령서"
saying,"격언, 속담"
gnomic,"격언의, 격언적인"
bimensal,격월의
bimonthly,격월의
casal,격의
tertian,격일의
grating,격자
grid,"격자, 그리드, 섯쇠"
latticework,격자
trellis,격자
plaid,격자무늬
graticule,"격자선, 경위선망, 계수선"
fret,"격자세공, 뇌문, 만자무늬, 먹어들어가다"
hardfought,격전의
furore,"격정, 푸로레"
passion,"격정, 연애, 열정, 정열"
temperament,"격정, 근성, 기질, 성미"
vehemence,"격정, 맹위"
explosive,"격정적인, 파열음의, 폭약"
proliferation,"격증, 급증, 확산"
disparity,"격차, 다름, 상이, 차이"
catch-up,"격차해소, 만회하기"
boosterism,격찬
panegyric,"격찬, 찬사"
rave,"격찬, 격찬하는, 격찬하다, 둘레판"
belaud,격찬하다
extoll,격찬하다
cock,"격철, 멧도요, 음경, 치떠봄"
pang,격통
shooting,"격통, 발사, 사출, 수렵"
smart,"격통, 꾀많은, 똑똑한, 분개하다"
repellency,"격퇴성, 반발성"
dislodge,"격퇴하다, 떼어내다, 쫓아내다"
repel,"격퇴하다, 물리치다, 반발하다, 불쾌하게하다"
resist,"격퇴하다, 내성이다, 반항하다, 방염제"
combat,"격투, 분투하다, 전투, 전투용의"
grappling,"격투, 드잡이, 접전"
scrimmage,"격투, 스크럼"
struggle,"격투, 고투, 고투하다, 버둥질"
tussle,격투
combatant,"격투자, 전투부대, 전투원, 투사"
grappler,격투자
scuffle,격투하다=
defeat,"격파, 격파하다, 고배, 과기"
degradation,"격하, 저락, 좌천, 타락"
demotion,"격하, 좌천"
downranking,격하
rif,"격하시키다, 모가지"
ablaze,격하여
agitato,"격하여, 흥분하여"
relegate,"격하하다, 소속시키다, 이관하다, 조회시키다"
acerb,"격한, 떱떨한, 통렬하다"
heated,"격한, 덥다, 뜨거워진, 성나다"
hot,"격한, 더운, 따갑다, 따끔"
exacerbation,"격화, 악화"
scapula,"견갑골, 어깨의"
adamancy,"견고, 불굴, 완고, 확고"
firmness,"견고, 단단함, 단호, 반석"
hardness,"견고, 경도, 곤란, 무정"
impregnability,견고
solidity,"견고, 고체성"
substantiality,"견고, 본체, 실재성, 실질"
tightness,"견고, 옹색항"
vertebratebration,"견고성, 긴밀성"
iron,"견고하다, 다리교정기, 다리미, 다림질하다"
stanch,"견고하다, 지혈하다"
steady,"견고하다, 견실하다, 꼿꼿하다, 안정시키다"
substantial,"견고하다, 다대한, 실질의, 실질적"
nut,"견과, 나무열매너트, 어미나사, 총경비"
endure,"견뎌내다, 버티다, 인내하다, 지탱하다"
ganappe,견모사
chiffon,"견모슬린, 시퐁"
information,"견문, 고발고소, 밀고, 보고"
sample,"견본, 견본품"
sampler,"견본검사원, 시식자"
apprentice,"견습, 계시로삼다, 도제"
np,"견습간호사, 국립경찰neuropsychiatric"
trainee,"견습공, 훈련생"
novitiate,"견습기간, 수련수사"
cadet,"견습생, 사관후보생, 아우"
cub,"견습생, 견습의, 애송이"
entrylevel,견습적인
underclerk,"견습점원, 부서기, 사무관보"
consistency,"견실성, 경도, 농도, 일관"
steadily,"견실하게, 착실히"
solid,"견실하다, 견실한, 공고, 단단하다"
consistent,"견실한, 견실히, 양립하다, 일관되다"
constant,"견실한, 부단하다, 불변수, 상수"
steadfast,"견실한, 부동의"
steadiness,"견실함, 끈기, 불변"
sericite,견운모
cat-and-dog,견원지간의
cynic,"견유학파, 견유학파적인, 비꼬는, 시닉학파"
stoicism,"견인, 금욕, 금욕주의"
enduring,"견인, 참는"
retractor,"견인기, 수축근, 철회자, 추통자"
haulage,견인량
towbar,"견인봉, 토바"
epaulet,견장
quotation,"견적, 시세, 싯가, 원용"
quote,"견적하다, 인용구, 인용부호, 인용하다"
valuate,견적하다
check,"견제, 금이가다, 꺾자, 대조표시"
containment,"견제, 봉쇄"
diversion,견제
diversionary,"견제적인, 양동의"
contain,"견제하다, 담고있다, 담을수있다, 참다"
counterbalance,"견제하다, 평형력, 평형시키다, 평형추"
booby,"견조, 꼴찌"
pongee,견주
compare,"견주다, 견주어, 견줌, 대조하다"
satiny,견주자
outlook,"견지, 관, 관점, 앞길"
standpoint,견지
viewpoint,견지
adherence,"견지, 고수, 엄수, 집착"
silk,"견직물, 비단옷, 실크"
confirmation,"견진성사, 비준, 시인, 확립"
castigation,"견책, 징계, 첨삭, 혹평"
censure,"견책, 견책하다, 규탄, 문책"
reprimand,"견책, 견책하다, 꾸짖다, 문책"
reproof,"견책, 꾸지람, 책망"
reprehensive,"견책적인, 비난적인"
eyetooth,견치
wattle,"겯다, 휘추리"
veining,"결, 결의배열, 맥"
incision,"결각렬, 베기, 새기기, 절개"
amount,"결같다-합계, 량, 수량, 액수"
result,"결과, 귀결, 귀착, 귀착하다"
consequential,"결과로서, 뽐내어"
glandiform,"결과모양의, 선모양의"
head,"결구하다, 대가리, 머리, 선두"
walkabout,결근
organization,"결단, 구성체, 짜임새, 체제"
resolution,"결단, 결의, 결의문, 결의찬성자"
resolve,"결단, 결심시키다, 결의, 귀착하다"
destroyed,결딴나다
brokennecked,"결딴난, 목뼈가부러진"
kaput,결딴난
queer,"결딴내다, 기묘한, 비역쟁이, 야릇하다"
rupture,"결렬, 단절, 이간시키다, 짖어지다"
breakoff,결렬행
conclusion,"결론, 결말, 귀결, 단안"
conjunctiva,결막
conjunctivitis,결막염
ending,"결말, 끝판, 말미, 시커매지다"
finality,"결말, 종국, 최후적인"
settlement,"결말, 부락, 인보사업단, 침전"
conclude,"결말짓다, 마무르다, 마무리하다, 매듭짓다"
merohedral,결면된
binding,"결박, 동이는, 속박, 속박하는"
tying,결박
aggravation,"결발, 도발"
incorruptibilty,"결백, 부패하지않음, 청렴"
incorruption,결백
innocence,"결백, 무죄, 무해, 순결"
purity,"결백, 순도, 순수, 순수도"
inculpable,결백하다
innocent,"결백하다, 순결한, 애꿎다, 이없는"
nicety,"결벽, 미묘하다"
squaretoes,결벽가
concatenation,결부
concatenate,"결부시키다, 연결된, 연관시키다, 연쇄된"
interface,"결부하다, 공유영역, 인터페이스, 접점"
freezing,"결빙, 냉동용의, 어는"
freezeup,"결빙기, 혹한기"
brotherhood,"결사, 조합, 협회, 형제관계"
bend,"결삭, 구부리다, 굴곡, 굴곡부"
closing,"결산, 결산의, 마감, 마지막의"
strike,"결산하다, 덤비다, 때리다, 맞히다"
frost,"결상, 빙결, 서리, 서릿발"
frostiness,"결상, 냉담, 혹한"
absent,"결석, 결석시키다, 결석의, 없다"
calculous,결석의
lithology,"결석학, 암석학"
organize,"결성, 조직하다, 짜다, 체계화하다"
privative,"결성사, 결성어, 결성의, 결여성"
deficit,"결손, 부족액, 적자"
deciding,결승의
winning,결승의
runoff,"결승전, 유거수"
goal,"결승점, 골, 목적, 목적지"
fruitage,결실
fruition,"결실, 달성, 성과"
decide,"결심시키다, 결정하다, 작정하다, 표결하다"
determine,"결심시키다, 정하다, 측정하다"
resolver,"결심자, 해결자"
negation,"결여, 무, 부인, 부정"
privation,"결여, 박탈, 상실"
alliance,"결연, 동맹, 동맹자, 연합국"
resolutely,결연히
vacancy,"결원, 공백, 공석, 공허"
vacant,"결원의, 멍한, 비다"
volition,"결의, 의욕, 의지, 의지력"
will,"결의, 유언, 유증하다, 의욕"
fineness,"결의가늚, 분말도, 섬세, 세밀"
casuistry,결의론
casuist,결의론자
casuistical,결의론적인
finegrained,결이고운
colon,"결장, 콜론"
colonitis,결장염
colic,"결장의, 산통, 산통의"
colonic,결장의
colectomy,결장절제
sanction,"결재, 인가, 인가하다, 재가"
approval,"결재, 시인, 용납, 찬성"
node,"결절, 결절점, 교점, 매듭"
nodule,"결절, 단괴, 유괴"
protuberance,"결절, 돌기, 융기, 혹"
tuber,"결절, 괴경"
nodosity,"결절성, 다절성"
tuberosity,결절성
nodular,결절성의
tubercualr,결절의
tuberculation,결절현상
demerit,"결점, 벌점, 죄과"
drawback,"결점, 불이익, 핸디캡"
failing,"결점, 낙제"
foible,결점
blemish,"결점, 손상하다, 점, 트집"
defect,"결점, 결함, 폐품, 하자"
fault,"결점, 과실, 꼬투리, 탓"
flaw,"결점, 금, 금가다, 하자"
imperfection,"결점, 결함, 부전"
crystallisation,결정
say,"결정권, 그렇다, 발언하다"
determined,"결정된, 단호하다"
determinism,"결정론, 운명론"
deterministic,결정론적인
crystalloid,"결정상의, 정질, 정질의"
saccharoid,결정상의
crystallize,"결정시키다, 결정화하다, 구체하하다"
decider,결정자
determinant,결정자
conclusive,결정적인
critical,"결정적인, 비판적, 비평적, 엄밀한"
decisive,"결정적인, 과다한, 단정적, 단화한"
crystalline,"결정체, 수정같은, 수정체"
crystallization,"결정체, 결정화"
clincher,결정타
dinger,결정타
crystallography,결정학
crystallographic,"결정학상의, 결정학적인"
clearance,"결제, 오케이, 유극, 착륙허가"
lackland,결지왕
orchestration,결집
assembled,결집한
ligation,"결찰, 잡아매기"
ligature,"결찰사, 합자"
ligate,"결찰하다, 동이다, 잡아매다"
intermit,"결체하다, 단절하다, 중절하다"
no-how,결코않다
never,결코않다
collusion,"결탁, 공모, 야합, 통모"
logrolling,결탁
collude,"결탁하다, 공모하다"
collusive,결탁한
duel,"결투, 결투하다"
meeting,"결투, 마중, 만남, 맞이"
rencounter,"결투, 회우, 회전"
cartel,"결투장, 기업연합, 당파연합, 카르텔"
absence,"결핍, 공핍, 부재, 부재중"
dearth,"결핍, 공핍, 기근"
deficiency,"결핍, 결함, 미달"
shortage,"결핍, 미달, 부족액"
want,"결핍, 곤궁, 미달, 싶다"
bare,"결핍된, 노골적, 노출된, 닳아빠지다"
destitute,"결핍한, 군색한"
scarce,"결핍한, 드문, 희귀하다"
unprovided,결핍한
dystopia,결함사회
defectology,"결함연구, 결함학"
association,"결합, 관념연합, 교제, 사단"
bonding,"결합, 접속, 접합"
coupling,"결합, 교미, 연결기, 커플링"
combined,"결합된, 합, 화합한"
coherence,"결합력, 맥락"
solder,"결합물, 결합하다, 납땜하다, 땜납"
combinative,"결합성의, 결합하는"
connective,"결합성의, 연결기호, 연결물, 연결어"
colligate,"결합시키다, 총괄하다"
combine,"결합시키다, 결합하다, 겸비하다, 겸하다"
combinatorial,결합의
incorporator,"결합자, 법인설립자, 합동자"
joiner,"결합자, 소목장이"
incorporative,"결합적인, 포합적인, 합동적인, 합체적인"
unitive,"결합적인, 통합적인"
joinder,"결합하기, 공동소송"
associative,결합하는
conjuctive,"결합하는, 접속법, 접속어, 접합적인"
bond,"결합하다, 기반, 노예의, 사로잡힌"
cohere,"결합하다, 밀착하다"
connect,"결합하다, 관게하다, 관련시키다, 연결되다"
interlock,"결합하다, 맞얽히게하다"
tie,"결합하다, 기반, 동점, 동점이되다"
weld,"결합하다, 용접되다, 용접하다"
conjoint,"결합하여, 결합한, 연합하다"
conjugate,"결합한, 공액, 공액근의, 동근의"
conjunct,결합한
united,결합한
tuberculosis,"결핵, 폐결액"
hectic,"결핵환자, 소모열"
marriage,"결혼, 관혼상제, 혼사, 혼인"
wedding,"결혼식, 혼례"
ask,"결혼예고를발표하다, 묻다, 물어보다, 빌다"
precontract,결혼예약
antenuptial,결혼전의
epithalamium,결혼축하시
connubiality,"결환생활, 혼인"
selfabasement,겸비
humility,"겸손, 겸허"
